minutes,name,location
10:16,Deborah Santiago,drinks
10:16,Kyle Dixon,dairy
10:16,William Watkins,spices
10:16,Heather Robertson,drinks
10:16,Margaret Whitehead,fruit
10:16,Stephanie York,entrance
10:17,Deborah Santiago,spices
10:17,Kyle Dixon,dairy
10:17,William Watkins,dairy
10:17,Heather Robertson,spices
10:17,Margaret Whitehead,fruit
10:17,Stephanie York,dairy
10:17,Crystal Leonard,entrance
10:17,Jordan Lang,entrance
10:18,Deborah Santiago,checkout
10:18,Kyle Dixon,checkout
10:18,William Watkins,dairy
10:18,Heather Robertson,spices
10:18,Margaret Whitehead,fruit
10:18,Stephanie York,dairy
10:18,Crystal Leonard,fruit
10:18,Jordan Lang,spices
10:18,Jennifer Suarez,entrance
10:19,William Watkins,dairy
10:19,Heather Robertson,spices
10:19,Margaret Whitehead,checkout
10:19,Stephanie York,dairy
10:19,Crystal Leonard,fruit
10:19,Jordan Lang,spices
10:19,Jennifer Suarez,fruit
10:20,William Watkins,drinks
10:20,Heather Robertson,spices
10:20,Stephanie York,dairy
10:20,Crystal Leonard,fruit
10:20,Jordan Lang,fruit
10:20,Jennifer Suarez,fruit
10:21,William Watkins,drinks
10:21,Heather Robertson,checkout
10:21,Stephanie York,dairy
10:21,Crystal Leonard,fruit
10:21,Jordan Lang,fruit
10:21,Jennifer Suarez,fruit
10:21,Zachary Stevenson,entrance
10:22,William Watkins,drinks
10:22,Stephanie York,dairy
10:22,Crystal Leonard,dairy
10:22,Jordan Lang,fruit
10:22,Jennifer Suarez,fruit
10:22,Zachary Stevenson,fruit
10:22,Jay Allen,entrance
10:22,Gregory Porter,entrance
10:23,William Watkins,drinks
10:23,Stephanie York,dairy
10:23,Crystal Leonard,dairy
10:23,Jordan Lang,checkout
10:23,Jennifer Suarez,fruit
10:23,Zachary Stevenson,fruit
10:23,Jay Allen,fruit
10:23,Gregory Porter,fruit
10:24,William Watkins,drinks
10:24,Stephanie York,dairy
10:24,Crystal Leonard,dairy
10:24,Jennifer Suarez,checkout
10:24,Zachary Stevenson,fruit
10:24,Jay Allen,fruit
10:24,Gregory Porter,fruit
10:24,Michelle Jordan,entrance
10:25,William Watkins,spices
10:25,Stephanie York,spices
10:25,Crystal Leonard,checkout
10:25,Zachary Stevenson,checkout
10:25,Jay Allen,checkout
10:25,Gregory Porter,fruit
10:25,Michelle Jordan,fruit
10:25,Sean Norman,entrance
10:25,Paul Branch,entrance
10:26,William Watkins,dairy
10:26,Stephanie York,spices
10:26,Gregory Porter,fruit
10:26,Michelle Jordan,fruit
10:26,Sean Norman,fruit
10:26,Paul Branch,dairy
10:26,Kristen Wood,entrance
10:26,Jenna Russell,entrance
10:27,William Watkins,dairy
10:27,Stephanie York,dairy
10:27,Gregory Porter,checkout
10:27,Michelle Jordan,fruit
10:27,Sean Norman,fruit
10:27,Paul Branch,drinks
10:27,Kristen Wood,dairy
10:27,Jenna Russell,drinks
10:28,William Watkins,dairy
10:28,Stephanie York,dairy
10:28,Michelle Jordan,checkout
10:28,Sean Norman,fruit
10:28,Paul Branch,drinks
10:28,Kristen Wood,dairy
10:28,Jenna Russell,fruit
10:28,Erin Harrington,entrance
10:28,Tracy Pacheco,entrance
10:29,William Watkins,spices
10:29,Stephanie York,dairy
10:29,Sean Norman,fruit
10:29,Paul Branch,drinks
10:29,Kristen Wood,drinks
10:29,Jenna Russell,drinks
10:29,Erin Harrington,fruit
10:29,Tracy Pacheco,dairy
10:29,Patricia Horton,entrance
10:30,William Watkins,spices
10:30,Stephanie York,dairy
10:30,Sean Norman,drinks
10:30,Paul Branch,drinks
10:30,Kristen Wood,spices
10:30,Jenna Russell,drinks
10:30,Erin Harrington,dairy
10:30,Tracy Pacheco,dairy
10:30,Patricia Horton,drinks
10:30,Tami Clarke,entrance
10:30,Sharon Ruiz,entrance
10:31,William Watkins,drinks
10:31,Stephanie York,dairy
10:31,Sean Norman,drinks
10:31,Paul Branch,spices
10:31,Kristen Wood,spices
10:31,Jenna Russell,spices
10:31,Erin Harrington,dairy
10:31,Tracy Pacheco,spices
10:31,Patricia Horton,drinks
10:31,Tami Clarke,drinks
10:31,Sharon Ruiz,drinks
10:31,Andrew Buck,entrance
10:31,Eddie Howard,entrance
10:32,William Watkins,checkout
10:32,Stephanie York,dairy
10:32,Sean Norman,drinks
10:32,Paul Branch,spices
10:32,Kristen Wood,drinks
10:32,Jenna Russell,spices
10:32,Erin Harrington,dairy
10:32,Tracy Pacheco,spices
10:32,Patricia Horton,drinks
10:32,Tami Clarke,drinks
10:32,Sharon Ruiz,drinks
10:32,Andrew Buck,dairy
10:32,Eddie Howard,fruit
10:32,Juan Brown,entrance
10:32,Timothy Schroeder,entrance
10:33,Stephanie York,dairy
10:33,Sean Norman,spices
10:33,Paul Branch,spices
10:33,Kristen Wood,drinks
10:33,Jenna Russell,checkout
10:33,Erin Harrington,dairy
10:33,Tracy Pacheco,spices
10:33,Patricia Horton,drinks
10:33,Tami Clarke,checkout
10:33,Sharon Ruiz,drinks
10:33,Andrew Buck,dairy
10:33,Eddie Howard,fruit
10:33,Juan Brown,fruit
10:33,Timothy Schroeder,drinks
10:33,Erin Stewart,entrance
10:33,Lindsey Hanna,entrance
10:34,Stephanie York,dairy
10:34,Sean Norman,dairy
10:34,Paul Branch,spices
10:34,Kristen Wood,checkout
10:34,Erin Harrington,dairy
10:34,Tracy Pacheco,fruit
10:34,Patricia Horton,checkout
10:34,Sharon Ruiz,spices
10:34,Andrew Buck,dairy
10:34,Eddie Howard,fruit
10:34,Juan Brown,checkout
10:34,Timothy Schroeder,drinks
10:34,Erin Stewart,dairy
10:34,Lindsey Hanna,fruit
10:35,Stephanie York,dairy
10:35,Sean Norman,dairy
10:35,Paul Branch,spices
10:35,Erin Harrington,dairy
10:35,Tracy Pacheco,fruit
10:35,Sharon Ruiz,fruit
10:35,Andrew Buck,dairy
10:35,Eddie Howard,fruit
10:35,Timothy Schroeder,drinks
10:35,Erin Stewart,dairy
10:35,Lindsey Hanna,dairy
10:35,Matthew Oconnor,entrance
10:35,Keith Copeland,entrance
10:36,Stephanie York,dairy
10:36,Sean Norman,fruit
10:36,Paul Branch,drinks
10:36,Erin Harrington,dairy
10:36,Tracy Pacheco,fruit
10:36,Sharon Ruiz,checkout
10:36,Andrew Buck,dairy
10:36,Eddie Howard,dairy
10:36,Timothy Schroeder,dairy
10:36,Erin Stewart,dairy
10:36,Lindsey Hanna,dairy
10:36,Matthew Oconnor,fruit
10:36,Keith Copeland,spices
10:36,William Wright,entrance
10:37,Stephanie York,checkout
10:37,Sean Norman,checkout
10:37,Paul Branch,spices
10:37,Erin Harrington,dairy
10:37,Tracy Pacheco,fruit
10:37,Andrew Buck,dairy
10:37,Eddie Howard,checkout
10:37,Timothy Schroeder,dairy
10:37,Erin Stewart,checkout
10:37,Lindsey Hanna,dairy
10:37,Matthew Oconnor,fruit
10:37,Keith Copeland,spices
10:37,William Wright,dairy
10:37,Ariel Thompson,entrance
10:38,Paul Branch,spices
10:38,Erin Harrington,drinks
10:38,Tracy Pacheco,fruit
10:38,Andrew Buck,dairy
10:38,Timothy Schroeder,dairy
10:38,Lindsey Hanna,dairy
10:38,Matthew Oconnor,checkout
10:38,Keith Copeland,checkout
10:38,William Wright,dairy
10:38,Ariel Thompson,dairy
10:38,Katelyn Armstrong,entrance
10:38,Dan Salas,entrance
10:39,Paul Branch,spices
10:39,Erin Harrington,fruit
10:39,Tracy Pacheco,checkout
10:39,Andrew Buck,dairy
10:39,Timothy Schroeder,dairy
10:39,Lindsey Hanna,dairy
10:39,William Wright,drinks
10:39,Ariel Thompson,dairy
10:39,Katelyn Armstrong,fruit
10:39,Dan Salas,dairy
10:40,Paul Branch,spices
10:40,Erin Harrington,dairy
10:40,Andrew Buck,dairy
10:40,Timothy Schroeder,dairy
10:40,Lindsey Hanna,drinks
10:40,William Wright,checkout
10:40,Ariel Thompson,dairy
10:40,Katelyn Armstrong,checkout
10:40,Dan Salas,spices
10:40,Ian Gomez,entrance
10:40,John Russell,entrance
10:41,Paul Branch,spices
10:41,Erin Harrington,dairy
10:41,Andrew Buck,dairy
10:41,Timothy Schroeder,dairy
10:41,Lindsey Hanna,checkout
10:41,Ariel Thompson,checkout
10:41,Dan Salas,dairy
10:41,Ian Gomez,spices
10:41,John Russell,dairy
10:41,Steven George,entrance
10:41,William Fisher,entrance
10:42,Paul Branch,dairy
10:42,Erin Harrington,fruit
10:42,Andrew Buck,dairy
10:42,Timothy Schroeder,dairy
10:42,Dan Salas,spices
10:42,Ian Gomez,dairy
10:42,John Russell,dairy
10:42,Steven George,spices
10:42,William Fisher,spices
10:42,Kimberly Nelson,entrance
10:43,Paul Branch,dairy
10:43,Erin Harrington,fruit
10:43,Andrew Buck,dairy
10:43,Timothy Schroeder,dairy
10:43,Dan Salas,dairy
10:43,Ian Gomez,dairy
10:43,John Russell,dairy
10:43,Steven George,fruit
10:43,William Fisher,drinks
10:43,Kimberly Nelson,spices
10:43,Charles Gray,entrance
10:44,Paul Branch,dairy
10:44,Erin Harrington,fruit
10:44,Andrew Buck,dairy
10:44,Timothy Schroeder,dairy
10:44,Dan Salas,dairy
10:44,Ian Gomez,dairy
10:44,John Russell,dairy
10:44,Steven George,checkout
10:44,William Fisher,drinks
10:44,Kimberly Nelson,drinks
10:44,Charles Gray,dairy
10:45,Paul Branch,checkout
10:45,Erin Harrington,fruit
10:45,Andrew Buck,fruit
10:45,Timothy Schroeder,dairy
10:45,Dan Salas,dairy
10:45,Ian Gomez,checkout
10:45,John Russell,dairy
10:45,William Fisher,drinks
10:45,Kimberly Nelson,fruit
10:45,Charles Gray,dairy
10:46,Erin Harrington,checkout
10:46,Andrew Buck,spices
10:46,Timothy Schroeder,dairy
10:46,Dan Salas,spices
10:46,John Russell,dairy
10:46,William Fisher,checkout
10:46,Kimberly Nelson,dairy
10:46,Charles Gray,dairy
10:47,Andrew Buck,drinks
10:47,Timothy Schroeder,dairy
10:47,Dan Salas,spices
10:47,John Russell,dairy
10:47,Kimberly Nelson,fruit
10:47,Charles Gray,dairy
10:48,Andrew Buck,drinks
10:48,Timothy Schroeder,fruit
10:48,Dan Salas,dairy
10:48,John Russell,dairy
10:48,Kimberly Nelson,drinks
10:48,Charles Gray,checkout
10:48,Matthew Hines,entrance
10:48,Andrew Bailey MD,entrance
10:49,Andrew Buck,drinks
10:49,Timothy Schroeder,dairy
10:49,Dan Salas,checkout
10:49,John Russell,dairy
10:49,Kimberly Nelson,checkout
10:49,Matthew Hines,drinks
10:49,Andrew Bailey MD,fruit
10:49,Angela Rollins,entrance
10:49,Sherry Alvarez,entrance
10:50,Andrew Buck,drinks
10:50,Timothy Schroeder,dairy
10:50,John Russell,checkout
10:50,Matthew Hines,drinks
10:50,Andrew Bailey MD,fruit
10:50,Angela Rollins,dairy
10:50,Sherry Alvarez,dairy
10:50,Martha Rivera,entrance
10:50,Jesse Oneal,entrance
10:51,Andrew Buck,spices
10:51,Timothy Schroeder,dairy
10:51,Matthew Hines,checkout
10:51,Andrew Bailey MD,checkout
10:51,Angela Rollins,dairy
10:51,Sherry Alvarez,dairy
10:51,Martha Rivera,spices
10:51,Jesse Oneal,fruit
10:52,Andrew Buck,drinks
10:52,Timothy Schroeder,dairy
10:52,Angela Rollins,dairy
10:52,Sherry Alvarez,dairy
10:52,Martha Rivera,spices
10:52,Jesse Oneal,checkout
10:52,Kayla Garcia,entrance
10:53,Andrew Buck,drinks
10:53,Timothy Schroeder,dairy
10:53,Angela Rollins,dairy
10:53,Sherry Alvarez,dairy
10:53,Martha Rivera,spices
10:53,Kayla Garcia,fruit
10:54,Andrew Buck,drinks
10:54,Timothy Schroeder,dairy
10:54,Angela Rollins,dairy
10:54,Sherry Alvarez,dairy
10:54,Martha Rivera,dairy
10:54,Kayla Garcia,fruit
10:55,Andrew Buck,drinks
10:55,Timothy Schroeder,dairy
10:55,Angela Rollins,dairy
10:55,Sherry Alvarez,fruit
10:55,Martha Rivera,dairy
10:55,Kayla Garcia,fruit
10:55,Stefanie Conrad,entrance
10:56,Andrew Buck,checkout
10:56,Timothy Schroeder,dairy
10:56,Angela Rollins,dairy
10:56,Sherry Alvarez,fruit
10:56,Martha Rivera,dairy
10:56,Kayla Garcia,fruit
10:56,Stefanie Conrad,fruit
10:56,Nicole Mccormick,entrance
10:57,Timothy Schroeder,dairy
10:57,Angela Rollins,dairy
10:57,Sherry Alvarez,dairy
10:57,Martha Rivera,dairy
10:57,Kayla Garcia,dairy
10:57,Stefanie Conrad,fruit
10:57,Nicole Mccormick,dairy
10:57,David Humphrey,entrance
10:57,Monica Hernandez,entrance
10:58,Timothy Schroeder,checkout
10:58,Angela Rollins,checkout
10:58,Sherry Alvarez,dairy
10:58,Martha Rivera,drinks
10:58,Kayla Garcia,checkout
10:58,Stefanie Conrad,fruit
10:58,Nicole Mccormick,dairy
10:58,David Humphrey,drinks
10:58,Monica Hernandez,fruit
10:58,Julia Pena,entrance
10:58,Daniel Clark,entrance
10:59,Sherry Alvarez,dairy
10:59,Martha Rivera,drinks
10:59,Stefanie Conrad,fruit
10:59,Nicole Mccormick,dairy
10:59,David Humphrey,drinks
10:59,Monica Hernandez,fruit
10:59,Julia Pena,dairy
10:59,Daniel Clark,drinks
10:59,Brandon Patton,entrance
11:00,Sherry Alvarez,dairy
11:00,Martha Rivera,checkout
11:00,Stefanie Conrad,checkout
11:00,Nicole Mccormick,dairy
11:00,David Humphrey,spices
11:00,Monica Hernandez,fruit
11:00,Julia Pena,drinks
11:00,Daniel Clark,spices
11:00,Brandon Patton,dairy
11:00,Maria Collier,entrance
11:00,Joseph Yates,entrance
11:01,Sherry Alvarez,checkout
11:01,Nicole Mccormick,dairy
11:01,David Humphrey,drinks
11:01,Monica Hernandez,fruit
11:01,Julia Pena,fruit
11:01,Daniel Clark,spices
11:01,Brandon Patton,spices
11:01,Maria Collier,fruit
11:01,Joseph Yates,fruit
11:02,Nicole Mccormick,drinks
11:02,David Humphrey,drinks
11:02,Monica Hernandez,fruit
11:02,Julia Pena,fruit
11:02,Daniel Clark,drinks
11:02,Brandon Patton,dairy
11:02,Maria Collier,fruit
11:02,Joseph Yates,spices
11:02,Paul Flores,entrance
11:03,Nicole Mccormick,drinks
11:03,David Humphrey,drinks
11:03,Monica Hernandez,spices
11:03,Julia Pena,spices
11:03,Daniel Clark,drinks
11:03,Brandon Patton,dairy
11:03,Maria Collier,checkout
11:03,Joseph Yates,fruit
11:03,Paul Flores,drinks
11:03,Tim Taylor,entrance
11:04,Nicole Mccormick,drinks
11:04,David Humphrey,drinks
11:04,Monica Hernandez,drinks
11:04,Julia Pena,checkout
11:04,Daniel Clark,checkout
11:04,Brandon Patton,dairy
11:04,Joseph Yates,fruit
11:04,Paul Flores,drinks
11:04,Tim Taylor,fruit
11:05,Nicole Mccormick,drinks
11:05,David Humphrey,spices
11:05,Monica Hernandez,drinks
11:05,Brandon Patton,checkout
11:05,Joseph Yates,checkout
11:05,Paul Flores,drinks
11:05,Tim Taylor,checkout
11:05,Joseph Smith,entrance
11:05,Katie Harris,entrance
11:06,Nicole Mccormick,drinks
11:06,David Humphrey,fruit
11:06,Monica Hernandez,fruit
11:06,Paul Flores,fruit
11:06,Joseph Smith,fruit
11:06,Katie Harris,spices
11:07,Nicole Mccormick,drinks
11:07,David Humphrey,checkout
11:07,Monica Hernandez,dairy
11:07,Paul Flores,fruit
11:07,Joseph Smith,checkout
11:07,Katie Harris,checkout
11:07,Jason Jenkins,entrance
11:08,Nicole Mccormick,checkout
11:08,Monica Hernandez,dairy
11:08,Paul Flores,checkout
11:08,Jason Jenkins,spices
11:08,Brooke Clark,entrance
11:09,Monica Hernandez,dairy
11:09,Jason Jenkins,fruit
11:09,Brooke Clark,fruit
11:09,Kelly Medina,entrance
11:09,Gabriela Thompson,entrance
11:10,Monica Hernandez,dairy
11:10,Jason Jenkins,drinks
11:10,Brooke Clark,checkout
11:10,Kelly Medina,fruit
11:10,Gabriela Thompson,fruit
11:10,Jessica Trujillo,entrance
11:11,Monica Hernandez,spices
11:11,Jason Jenkins,checkout
11:11,Kelly Medina,drinks
11:11,Gabriela Thompson,fruit
11:11,Jessica Trujillo,spices
11:11,Ryan Meyers,entrance
11:11,Debra Allen,entrance
11:12,Monica Hernandez,drinks
11:12,Kelly Medina,drinks
11:12,Gabriela Thompson,fruit
11:12,Jessica Trujillo,checkout
11:12,Ryan Meyers,fruit
11:12,Debra Allen,spices
11:12,Kathleen Vaughan,entrance
11:13,Monica Hernandez,drinks
11:13,Kelly Medina,drinks
11:13,Gabriela Thompson,fruit
11:13,Ryan Meyers,fruit
11:13,Debra Allen,spices
11:13,Kathleen Vaughan,spices
11:13,Hannah Miller,entrance
11:14,Monica Hernandez,drinks
11:14,Kelly Medina,drinks
11:14,Gabriela Thompson,fruit
11:14,Ryan Meyers,fruit
11:14,Debra Allen,spices
11:14,Kathleen Vaughan,spices
11:14,Hannah Miller,dairy
11:14,Justin Wilkinson,entrance
11:14,Melissa Bradford,entrance
11:15,Monica Hernandez,fruit
11:15,Kelly Medina,drinks
11:15,Gabriela Thompson,fruit
11:15,Ryan Meyers,checkout
11:15,Debra Allen,dairy
11:15,Kathleen Vaughan,spices
11:15,Hannah Miller,checkout
11:15,Justin Wilkinson,fruit
11:15,Melissa Bradford,fruit
11:15,Anthony Galvan,entrance
11:16,Monica Hernandez,fruit
11:16,Kelly Medina,drinks
11:16,Gabriela Thompson,checkout
11:16,Debra Allen,drinks
11:16,Kathleen Vaughan,drinks
11:16,Justin Wilkinson,drinks
11:16,Melissa Bradford,fruit
11:16,Anthony Galvan,fruit
11:17,Monica Hernandez,fruit
11:17,Kelly Medina,drinks
11:17,Debra Allen,spices
11:17,Kathleen Vaughan,drinks
11:17,Justin Wilkinson,drinks
11:17,Melissa Bradford,dairy
11:17,Anthony Galvan,fruit
11:18,Monica Hernandez,fruit
11:18,Kelly Medina,drinks
11:18,Debra Allen,fruit
11:18,Kathleen Vaughan,drinks
11:18,Justin Wilkinson,drinks
11:18,Melissa Bradford,spices
11:18,Anthony Galvan,fruit
11:19,Monica Hernandez,fruit
11:19,Kelly Medina,drinks
11:19,Debra Allen,spices
11:19,Kathleen Vaughan,checkout
11:19,Justin Wilkinson,checkout
11:19,Melissa Bradford,drinks
11:19,Anthony Galvan,fruit
11:19,Michelle Martin,entrance
11:19,Matthew Bennett,entrance
11:20,Monica Hernandez,fruit
11:20,Kelly Medina,drinks
11:20,Debra Allen,checkout
11:20,Melissa Bradford,drinks
11:20,Anthony Galvan,checkout
11:20,Michelle Martin,fruit
11:20,Matthew Bennett,fruit
11:21,Monica Hernandez,fruit
11:21,Kelly Medina,checkout
11:21,Melissa Bradford,drinks
11:21,Michelle Martin,fruit
11:21,Matthew Bennett,fruit
11:21,Amy Garcia,entrance
11:21,Stephanie Brown,entrance
11:22,Monica Hernandez,fruit
11:22,Melissa Bradford,dairy
11:22,Michelle Martin,fruit
11:22,Matthew Bennett,checkout
11:22,Amy Garcia,fruit
11:22,Stephanie Brown,spices
11:22,Mary Casey,entrance
11:22,Sarah Ellis,entrance
11:23,Monica Hernandez,dairy
11:23,Melissa Bradford,dairy
11:23,Michelle Martin,checkout
11:23,Amy Garcia,fruit
11:23,Stephanie Brown,spices
11:23,Mary Casey,dairy
11:23,Sarah Ellis,dairy
11:24,Monica Hernandez,drinks
11:24,Melissa Bradford,drinks
11:24,Amy Garcia,fruit
11:24,Stephanie Brown,checkout
11:24,Mary Casey,dairy
11:24,Sarah Ellis,dairy
11:24,Joseph Randolph,entrance
11:24,David Park,entrance
11:25,Monica Hernandez,drinks
11:25,Melissa Bradford,checkout
11:25,Amy Garcia,spices
11:25,Mary Casey,drinks
11:25,Sarah Ellis,dairy
11:25,Joseph Randolph,drinks
11:25,David Park,dairy
11:26,Monica Hernandez,spices
11:26,Amy Garcia,drinks
11:26,Mary Casey,checkout
11:26,Sarah Ellis,dairy
11:26,Joseph Randolph,fruit
11:26,David Park,dairy
11:26,Scott Lopez,entrance
11:26,Tiffany Maxwell,entrance
11:27,Monica Hernandez,checkout
11:27,Amy Garcia,spices
11:27,Sarah Ellis,dairy
11:27,Joseph Randolph,checkout
11:27,David Park,dairy
11:27,Scott Lopez,spices
11:27,Tiffany Maxwell,fruit
11:27,Amy Reyes DDS,entrance
11:27,Deborah Barton,entrance
11:28,Amy Garcia,fruit
11:28,Sarah Ellis,dairy
11:28,David Park,dairy
11:28,Scott Lopez,spices
11:28,Tiffany Maxwell,checkout
11:28,Amy Reyes DDS,fruit
11:28,Deborah Barton,fruit
11:28,Ashley Hall,entrance
11:28,Kathleen Joseph,entrance
11:29,Amy Garcia,drinks
11:29,Sarah Ellis,dairy
11:29,David Park,checkout
11:29,Scott Lopez,spices
11:29,Amy Reyes DDS,fruit
11:29,Deborah Barton,checkout
11:29,Ashley Hall,fruit
11:29,Kathleen Joseph,spices
11:30,Amy Garcia,drinks
11:30,Sarah Ellis,dairy
11:30,Scott Lopez,fruit
11:30,Amy Reyes DDS,fruit
11:30,Ashley Hall,dairy
11:30,Kathleen Joseph,spices
11:31,Amy Garcia,drinks
11:31,Sarah Ellis,dairy
11:31,Scott Lopez,checkout
11:31,Amy Reyes DDS,fruit
11:31,Ashley Hall,dairy
11:31,Kathleen Joseph,checkout
11:32,Amy Garcia,drinks
11:32,Sarah Ellis,dairy
11:32,Amy Reyes DDS,fruit
11:32,Ashley Hall,dairy
11:33,Amy Garcia,drinks
11:33,Sarah Ellis,checkout
11:33,Amy Reyes DDS,checkout
11:33,Ashley Hall,dairy
11:34,Amy Garcia,drinks
11:34,Ashley Hall,dairy
11:34,Brian Watson,entrance
11:35,Amy Garcia,spices
11:35,Ashley Hall,dairy
11:35,Brian Watson,dairy
11:36,Amy Garcia,spices
11:36,Ashley Hall,checkout
11:36,Brian Watson,dairy
11:36,John Zhang,entrance
11:37,Amy Garcia,drinks
11:37,Brian Watson,dairy
11:37,John Zhang,fruit
11:37,Richard Sloan,entrance
11:38,Amy Garcia,drinks
11:38,Brian Watson,fruit
11:38,John Zhang,drinks
11:38,Richard Sloan,fruit
11:38,Timothy Benson,entrance
11:38,Lauren Singh,entrance
11:39,Amy Garcia,drinks
11:39,Brian Watson,dairy
11:39,John Zhang,drinks
11:39,Richard Sloan,fruit
11:39,Timothy Benson,drinks
11:39,Lauren Singh,fruit
11:39,Paul Wang,entrance
11:39,Anthony Lee,entrance
11:40,Amy Garcia,checkout
11:40,Brian Watson,checkout
11:40,John Zhang,drinks
11:40,Richard Sloan,dairy
11:40,Timothy Benson,drinks
11:40,Lauren Singh,fruit
11:40,Paul Wang,fruit
11:40,Anthony Lee,spices
11:40,Amy White,entrance
11:41,John Zhang,drinks
11:41,Richard Sloan,dairy
11:41,Timothy Benson,drinks
11:41,Lauren Singh,fruit
11:41,Paul Wang,drinks
11:41,Anthony Lee,spices
11:41,Amy White,drinks
11:41,Ross Greene,entrance
11:41,Jessica Boyle,entrance
11:42,John Zhang,drinks
11:42,Richard Sloan,checkout
11:42,Timothy Benson,drinks
11:42,Lauren Singh,fruit
11:42,Paul Wang,checkout
11:42,Anthony Lee,fruit
11:42,Amy White,drinks
11:42,Ross Greene,dairy
11:42,Jessica Boyle,fruit
11:43,John Zhang,drinks
11:43,Timothy Benson,drinks
11:43,Lauren Singh,fruit
11:43,Anthony Lee,drinks
11:43,Amy White,drinks
11:43,Ross Greene,dairy
11:43,Jessica Boyle,fruit
11:44,John Zhang,drinks
11:44,Timothy Benson,drinks
11:44,Lauren Singh,fruit
11:44,Anthony Lee,checkout
11:44,Amy White,drinks
11:44,Ross Greene,dairy
11:44,Jessica Boyle,fruit
11:45,John Zhang,checkout
11:45,Timothy Benson,drinks
11:45,Lauren Singh,spices
11:45,Amy White,drinks
11:45,Ross Greene,dairy
11:45,Jessica Boyle,checkout
11:46,Timothy Benson,checkout
11:46,Lauren Singh,spices
11:46,Amy White,checkout
11:46,Ross Greene,dairy
11:46,Robert Martinez,entrance
11:47,Lauren Singh,fruit
11:47,Ross Greene,dairy
11:47,Robert Martinez,dairy
11:47,Martha Dennis,entrance
11:48,Lauren Singh,checkout
11:48,Ross Greene,dairy
11:48,Robert Martinez,dairy
11:48,Martha Dennis,dairy
11:49,Ross Greene,fruit
11:49,Robert Martinez,dairy
11:49,Martha Dennis,dairy
11:50,Ross Greene,fruit
11:50,Robert Martinez,checkout
11:50,Martha Dennis,dairy
11:51,Ross Greene,fruit
11:51,Martha Dennis,dairy
11:52,Ross Greene,checkout
11:52,Martha Dennis,dairy
11:52,Ronnie Salazar,entrance
11:52,Lauren Lloyd,entrance
11:53,Martha Dennis,dairy
11:53,Ronnie Salazar,drinks
11:53,Lauren Lloyd,spices
11:53,Mary Johnson,entrance
11:54,Martha Dennis,dairy
11:54,Ronnie Salazar,drinks
11:54,Lauren Lloyd,fruit
11:54,Mary Johnson,drinks
11:55,Martha Dennis,dairy
11:55,Ronnie Salazar,drinks
11:55,Lauren Lloyd,fruit
11:55,Mary Johnson,drinks
11:55,Jodi Fischer,entrance
11:55,Heather Howell,entrance
11:56,Martha Dennis,spices
11:56,Ronnie Salazar,drinks
11:56,Lauren Lloyd,fruit
11:56,Mary Johnson,checkout
11:56,Jodi Fischer,dairy
11:56,Heather Howell,fruit
11:56,Megan Leonard,entrance
11:57,Martha Dennis,checkout
11:57,Ronnie Salazar,drinks
11:57,Lauren Lloyd,checkout
11:57,Jodi Fischer,dairy
11:57,Heather Howell,checkout
11:57,Megan Leonard,fruit
11:57,Edward Ramos,entrance
11:57,Sandra Palmer,entrance
11:58,Ronnie Salazar,drinks
11:58,Jodi Fischer,dairy
11:58,Megan Leonard,fruit
11:58,Edward Ramos,fruit
11:58,Sandra Palmer,dairy
11:58,Levi Ellis,entrance
11:59,Ronnie Salazar,checkout
11:59,Jodi Fischer,dairy
11:59,Megan Leonard,fruit
11:59,Edward Ramos,fruit
11:59,Sandra Palmer,dairy
11:59,Levi Ellis,fruit
12:00,Jodi Fischer,spices
12:00,Megan Leonard,fruit
12:00,Edward Ramos,fruit
12:00,Sandra Palmer,dairy
12:00,Levi Ellis,fruit
12:00,Ricky Mcmahon,entrance
12:00,Alicia Reid,entrance
12:01,Jodi Fischer,drinks
12:01,Megan Leonard,fruit
12:01,Edward Ramos,fruit
12:01,Sandra Palmer,dairy
12:01,Levi Ellis,fruit
12:01,Ricky Mcmahon,dairy
12:01,Alicia Reid,drinks
12:02,Jodi Fischer,dairy
12:02,Megan Leonard,fruit
12:02,Edward Ramos,fruit
12:02,Sandra Palmer,dairy
12:02,Levi Ellis,fruit
12:02,Ricky Mcmahon,drinks
12:02,Alicia Reid,checkout
12:03,Jodi Fischer,dairy
12:03,Megan Leonard,checkout
12:03,Edward Ramos,fruit
12:03,Sandra Palmer,spices
12:03,Levi Ellis,drinks
12:03,Ricky Mcmahon,drinks
12:03,Meghan Brown,entrance
12:03,Michael Jones,entrance
12:04,Jodi Fischer,dairy
12:04,Edward Ramos,fruit
12:04,Sandra Palmer,spices
12:04,Levi Ellis,fruit
12:04,Ricky Mcmahon,checkout
12:04,Meghan Brown,fruit
12:04,Michael Jones,drinks
12:04,Miss Shannon Simon,entrance
12:05,Jodi Fischer,dairy
12:05,Edward Ramos,fruit
12:05,Sandra Palmer,drinks
12:05,Levi Ellis,checkout
12:05,Meghan Brown,fruit
12:05,Michael Jones,spices
12:05,Miss Shannon Simon,fruit
12:05,Jack Howard,entrance
12:05,Michael Huerta,entrance
12:06,Jodi Fischer,dairy
12:06,Edward Ramos,fruit
12:06,Sandra Palmer,drinks
12:06,Meghan Brown,dairy
12:06,Michael Jones,spices
12:06,Miss Shannon Simon,checkout
12:06,Jack Howard,dairy
